,TENURE,BALANCE_FREQUENCY,MINIMUM_PAYMENTS
0,0.28850291862106736,0.4635733650619195,0.9332237237032944
1,0.28850291862106736,0.4635733650619195,0.1334814923542229
2,0.28850291862106736,0.05245184971416938,0.3922078689502038
3,0.28850291862106736,0.4635733650619195,0.5580543236857413
4,0.28850291862106736,0.4635733650619195,2.0515099457084554
5,0.28850291862106736,0.4635733650619195,0.7235718180984583
6,0.28850291862106736,0.4635733650619195,-0.3582838433025041
7,0.28850291862106736,0.4635733650619195,0.4336238943470505
8,0.28850291862106736,0.4635733650619195,0.559768644024309
9,0.28850291862106736,0.4635733650619195,-0.32618999068097226
10,0.28850291862106736,0.4635733650619195,-0.2225669136433448
11,0.28850291862106736,0.4635733650619195,-0.2469723315298865
12,0.28850291862106736,0.4635733650619195,7.303397219202645
13,0.28850291862106736,0.05245184971416938,-0.00912589894241502
14,0.28850291862106736,0.4635733650619195,-0.2507848149202937
15,0.28850291862106736,0.4635733650619195,0.7704091411969629
16,0.28850291862106736,0.4635733650619195,1.3939619890221444
17,0.28850291862106736,0.4635733650619195,6.173354203136051
18,0.28850291862106736,0.4635733650619195,0.022622233073311928
19,0.28850291862106736,0.4635733650619195,0.8615283461036692
20,0.28850291862106736,0.4635733650619195,-0.1776086820596465
21,-5.680522983883793,0.4635733650619195,2.5586190194023635
22,0.28850291862106736,0.4635733650619195,-0.10078726739704852
23,0.28850291862106736,0.4635733650619195,0.7975766004432313
24,0.28850291862106736,0.4635733650619195,0.09863419103461124
25,0.28850291862106736,0.4635733650619195,0.5727167254480072
26,0.28850291862106736,0.05245184971416938,-0.3307066790180014
27,0.28850291862106736,-1.1809126963290804,2.4042232057009927
28,0.28850291862106736,0.4635733650619195,-0.1530746590003575
29,0.28850291862106736,0.4635733650619195,-0.19861386181527185
30,-4.685685333466316,0.4635733650619195,0.06615135555123929
31,0.28850291862106736,0.4635733650619195,1.1313240595717022
32,0.28850291862106736,-0.3586696656335807,-0.3599644309724726
33,0.28850291862106736,0.4635733650619195,0.39498359969756
34,0.28850291862106736,0.4635733650619195,0.6387665873975003
35,0.28850291862106736,0.4635733650619195,-0.2363192251921271
36,0.28850291862106736,0.4635733650619195,-0.2483670031850921
37,0.28850291862106736,0.4635733650619195,-0.3848551275672548
38,0.28850291862106736,0.4635733650619195,-0.3537589230453084
39,0.28850291862106736,0.4635733650619195,0.5194363620235602
40,0.28850291862106736,0.4635733650619195,0.3641246753893758
41,0.28850291862106736,0.4635733650619195,0.7485136635763818
42,0.28850291862106736,0.4635733650619195,0.026781333912926367
43,0.28850291862106736,0.4635733650619195,0.3516567625871397
44,0.28850291862106736,0.4635733650619195,-0.2604365229501628
45,0.28850291862106736,0.4635733650619195,2.585627916067081
46,-0.7063347317964093,0.4635733650619195,0.4126390442944496
47,0.28850291862106736,0.05245184971416938,-0.1679251143777062
48,0.28850291862106736,0.4635733650619195,-0.3837079792632352
49,0.28850291862106736,0.4635733650619195,-0.329080628862949
50,0.28850291862106736,0.4635733650619195,-0.3836687302561677
51,0.28850291862106736,0.4635733650619195,-0.354425631336706
52,0.28850291862106736,0.4635733650619195,-0.34639454271601744
53,0.28850291862106736,0.4635733650619195,-0.3614250231228897
54,0.28850291862106736,0.4635733650619195,0.6230235657426242
55,0.28850291862106736,0.4635733650619195,-0.2827694893833527
56,0.28850291862106736,0.4635733650619195,-0.3858453186728164
57,0.28850291862106736,0.4635733650619195,3.5546457430236114
58,0.28850291862106736,0.4635733650619195,-0.3879463167184645
59,0.28850291862106736,0.4635733650619195,-0.2553431162901554
60,0.28850291862106736,0.4635733650619195,0.7805949123749237
61,0.28850291862106736,0.4635733650619195,6.833219984373863
62,0.28850291862106736,0.4635733650619195,-0.02954384626400325
63,0.28850291862106736,0.4635733650619195,-0.3844644132298147
64,0.28850291862106736,0.4635733650619195,-0.4170668712560665
65,0.28850291862106736,0.4635733650619195,-0.3893778641694257
66,0.28850291862106736,0.4635733650619195,0.08356762771169518
67,0.28850291862106736,0.4635733650619195,-0.304021596264662
68,0.28850291862106736,0.4635733650619195,-0.06186729204907475
69,0.28850291862106736,0.4635733650619195,-0.3888632564272988
70,0.28850291862106736,-1.1809126963290804,-0.4324110076119657
71,-1.7011723822138858,-0.4408948731713686,-0.40895713222466856
72,0.28850291862106736,0.05245184971416938,-0.4010997594153236
73,0.28850291862106736,0.4635733650619195,-0.3901955056105815
74,0.28850291862106736,0.4635733650619195,0.9541830024457614
75,0.28850291862106736,0.4635733650619195,-0.3825159036140335
76,0.28850291862106736,0.4635733650619195,-0.16558118116157355
77,0.28850291862106736,0.4635733650619195,-0.39119261176289694
78,0.28850291862106736,0.4635733650619195,-0.2993723801088132
79,0.28850291862106736,0.4635733650619195,-0.0864181509633485
80,0.28850291862106736,0.4635733650619195,-0.15429254478391402
81,0.28850291862106736,0.4635733650619195,0.41989433122281467
82,0.28850291862106736,0.4635733650619195,0.0946795074444459
83,0.28850291862106736,0.4635733650619195,-0.3952286863969617
84,0.28850291862106736,0.4635733650619195,0.30900838625791444
85,0.28850291862106736,0.4635733650619195,-0.3999604873002887
86,0.28850291862106736,0.4635733650619195,0.5972513848151849
87,0.28850291862106736,0.4635733650619195,-0.007336773597110969
88,0.28850291862106736,0.4635733650619195,-0.23759628301656086
89,-0.7063347317964093,-0.7697911809813308,-0.4172432354276056
90,0.28850291862106736,0.4635733650619195,-0.4106695528251171
91,0.28850291862106736,0.4635733650619195,-0.3745569971089023
92,0.28850291862106736,0.4635733650619195,-0.25506044611366474
93,0.28850291862106736,-1.5920342116768305,-0.41798367610437065
94,0.28850291862106736,0.4635733650619195,-0.3965201175147479
95,0.28850291862106736,0.4635733650619195,-0.2655507185905424
96,0.28850291862106736,0.4635733650619195,-0.3898366371468922
97,0.28850291862106736,0.4635733650619195,-0.21094648194905635
98,0.28850291862106736,0.4635733650619195,-0.21504252567895854
99,0.28850291862106736,0.4635733650619195,-0.2431868557351365
100,0.28850291862106736,-0.7697911809813308,6.98672340047775
101,0.28850291862106736,0.4635733650619195,-0.007295848645249855
102,0.28850291862106736,0.4635733650619195,0.16352762351994146
103,0.28850291862106736,0.4635733650619195,-0.11577446968194108
104,0.28850291862106736,0.4635733650619195,-0.39641000326553577
105,0.28850291862106736,-0.7697911809813308,-0.3878524784233981
106,0.28850291862106736,0.4635733650619195,-0.4086330799065936
107,0.28850291862106736,0.4635733650619195,-0.3015070452716573
108,0.28850291862106736,0.4635733650619195,-0.3841869132636824
109,0.28850291862106736,0.4635733650619195,-0.019375279197954776
110,0.28850291862106736,0.4635733650619195,0.4070484135399183
111,0.28850291862106736,0.4635733650619195,-0.0744829055235925
112,0.28850291862106736,0.4635733650619195,-0.3900357267791104
113,0.28850291862106736,-0.3586696656335807,-0.3973289141092407
114,0.28850291862106736,0.4635733650619195,0.07169270668143381
115,0.28850291862106736,0.4635733650619195,-0.3668392913759815
116,-5.680522983883793,-1.043872191213164,-0.4416571770841921
117,0.28850291862106736,0.4635733650619195,-0.2976498474737473
118,0.28850291862106736,-0.7697911809813308,-0.4074373333788109
119,0.28850291862106736,0.4635733650619195,-0.2758550058705005
120,0.28850291862106736,0.05245184971416938,-0.31971766098600496
121,0.28850291862106736,0.4635733650619195,-0.3986809259967862
122,0.28850291862106736,0.4635733650619195,-0.4014233937910122
123,0.28850291862106736,0.4635733650619195,-0.3844250961661948
124,0.28850291862106736,0.4635733650619195,2.4767754478622988
125,0.28850291862106736,0.4635733650619195,0.6731371463046623
126,0.28850291862106736,0.4635733650619195,-0.01663739332155732
127,0.28850291862106736,0.4635733650619195,2.106621434556585
128,0.28850291862106736,0.4635733650619195,-0.2280930706263093
129,0.28850291862106736,0.4635733650619195,-0.28670300070532306
130,0.28850291862106736,0.4635733650619195,-0.3970617157340126
131,0.28850291862106736,0.4635733650619195,-0.2093873940137444
132,0.28850291862106736,0.4635733650619195,1.0343511277169992
133,-1.7011723822138858,0.4635733650619195,-0.40957787102883
134,0.28850291862106736,-1.1809126963290804,-0.4078357381066723
135,0.28850291862106736,0.05245184971416938,-0.4069712019431877
136,0.28850291862106736,0.4635733650619195,-0.3527516940027293
137,0.28850291862106736,0.4635733650619195,-0.3905851348009069
138,0.28850291862106736,0.4635733650619195,0.10906695238451017
