,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
5185,-0.3957521010406882,-1.4006336821085252,0.14441174930700285,-0.040748155486381187,0.41565466389126315,-0.46675947615134294,-0.18357976724232394,-0.3992969589568822,-0.07826019706077686,-0.6753111278420412,-0.4760432206135554,-0.028555894368641074,-0.27328931316750715,1.1800390156615803,-0.24741270959528538,-0.5255216098738006,0.3606593939956925
942,0.7930852511146238,0.5180548788646432,-0.4695256494140795,-0.35691408120145707,-0.4545508342452621,-0.1667781594757033,-1.2216898007492791,-0.6786228927771951,-0.9169439612863767,2.239584703132699,1.1357618166806818,-0.5917628146253269,-0.27328931316750715,-0.1379259175458516,0.3290890338809752,-0.5255216098738006,0.3606593939956925
8897,-0.5936917223678281,0.5180548788646432,0.8441195387166454,1.2025466346736295,-0.2132141081495309,-0.46675947615134294,0.9138494870998954,1.715609931731415,-0.19807216337871975,-0.6753111278420412,-0.4760432206135554,0.4541928944228039,-0.905363090326114,0.022017822517093777,-0.3250606669776635,0.3291815934816788,-3.375337800751351
3166,-0.2551312102972709,0.5180548788646432,0.008000977343193405,0.25776597597669065,-0.4545508342452621,-0.3804815023529279,-0.5988242789375234,0.15935826060835712,-0.9169439612863767,0.15751839399380058,-0.18298775928733052,0.05190223709659976,-0.905363090326114,-0.3191525806024789,-0.1679273974804961,-0.5255216098738006,0.3606593939956925
1279,-0.7308803577273569,-0.6331582577192582,-0.2395237772320481,-0.06085192252356119,-0.4545508342452621,-0.46675947615134294,0.1372906520500456,1.1497011473024705,-0.9169439612863767,-0.6753111278420412,-0.4760432206135554,-0.310159354496984,-0.6580298731770939,-0.3517792223386848,-0.3096567422281745,2.893291203548117,-0.3865400449537162
1747,-0.6041540031596483,0.5180548788646432,0.8264047657844069,0.4149091163416305,1.1906192354819678,-0.46675947615134294,1.2697722864977434,0.15935826060835712,1.3894395354012838,-0.6753111278420412,-0.4760432206135554,0.33350569722494267,1.6504134868804266,0.3012133297221675,-0.29081581536560497,1.1838847968371582,0.3606593939956925
5155,0.5755673094157393,0.5180548788646432,-0.4695256494140795,-0.35691408120145707,-0.4545508342452621,-0.23838750659090444,-1.2216898007492791,-0.6786228927771951,-0.9169439612863767,-0.25889886540768886,-0.329515489950443,-0.5917628146253269,-0.41069665602807387,-0.3731816891590528,2.181023151937378,-0.5255216098738006,0.3606593939956925
7765,-0.5822091170635844,0.5180548788646432,-0.33763132550300723,-0.24617768866013065,-0.3461842859869269,-0.46675947615134294,0.43928575456943164,0.7180134801735966,0.5507532551218751,-0.6753111278420412,-0.4760432206135554,0.011673171363979343,-0.7954372160376606,-0.31012864324092915,-0.2904159682215776,-0.2406216816929119,0.3606593939956925
816,0.1330198225905554,0.5180548788646432,0.5978444127736118,-0.35691408120145707,2.0672714374587593,-0.46675947615134294,1.2697722864977434,-0.6786228927771951,1.3894395354012838,-0.6753111278420412,-0.4760432206135554,0.21281850002708141,-0.740474278893434,0.25214301938403066,0.4567908671526765,-0.5255216098738006,0.3606593939956925
8689,-0.5746518597593594,0.13431716667000937,3.2999299769426176,4.495190639478679,-0.4545508342452621,-0.46675947615134294,0.8545277748025438,2.1146465011997746,-0.9169439612863767,-0.6753111278420412,-0.4760432206135554,1.258774209075212,-0.6855113417492072,2.153126393195578,-0.2716374528794988,2.1335557825238713,0.3606593939956925
